2015-09-23	14:50:03	HSRatsIVSARoom	20.0444042969	65.3711937256	100982	0.0
2015-09-23	15:00:03	HSRatsIVSARoom	20.1265795898	66.8091518555	100982	0.0
2015-09-23	15:10:03	HSRatsIVSARoom	20.1319421387	66.8794251709	100977	0.0

